Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
CLM32972,POL12109,26/10/2022,29/10/2022,Weather,Low,FALSE,FALSE,2186,,Minor,,open,CUST22109,69,Male,Retired,Manchester,11398,50,SUV,9,Good
CLM32889,POL12287,11/01/2025,11/01/2025,Theft,Low,FALSE,FALSE,3873,,Minor,,open,CUST22287,63,Female,Employed,Liverpool,20042,41,Sedan,20,Poor
CLM33969,POL12672,30/07/2022,01/08/2022,Weather,Low,FALSE,FALSE,3274,,Minor,,open,CUST22672,41,Female,Self-Employed,London,19083,22,Coupe,7,Fair
CLM32448,POL14708,22/10/2021,23/10/2021,Vandalism,Low,FALSE,FALSE,1437,,Minor,,open,CUST24708,25,Female,Employed,Liverpool,15617,5,SUV,7,Fair
CLM32949,POL13255,24/11/2023,24/11/2023,Theft,Low,FALSE,FALSE,4084,,Minor,,open,CUST23255,49,Male,Employed,Manchester,6012,28,Hatchback,8,Fair
CLM33487,POL12742,24/09/2019,25/09/2019,Theft,Low,FALSE,FALSE,3178,,Minor,,open,CUST22742,38,Male,Unemployed,Cardiff,10427,16,Coupe,8,Good
CLM33786,POL12751,20/08/2019,20/08/2019,Vandalism,Low,FALSE,FALSE,593,,Minor,,open,CUST22751,25,Male,Unemployed,Liverpool,15968,3,SUV,17,Excellent
CLM32875,POL13511,25/05/2024,25/05/2024,Theft,Low,FALSE,FALSE,6397,,Minor,,open,CUST23511,31,Male,Employed,Liverpool,10175,9,Hatchback,12,Excellent
CLM33010,POL14058,28/02/2025,02/03/2025,Other,Low,FALSE,FALSE,2969,,Minor,,open,CUST24058,43,Male,Unemployed,Liverpool,12184,23,Hatchback,4,Good
CLM33375,POL14748,02/06/2023,02/06/2023,Weather,Low,FALSE,FALSE,3799,,Minor,,open,CUST24748,46,Female,Self-Employed,London,10207,24,Coupe,0,Good
CLM33595,POL14376,26/08/2024,26/08/2024,Theft,Low,FALSE,FALSE,4181,,Minor,,open,CUST24376,28,Female,Student,Edinburgh,16182,10,Sedan,20,Excellent
CLM34827,POL13930,10/07/2024,11/07/2024,Other,Low,FALSE,FALSE,2133,,Minor,,open,CUST23930,66,Male,Retired,Manchester,17645,46,Coupe,6,Excellent
CLM34116,POL14349,28/06/2020,30/06/2020,Weather,Low,FALSE,FALSE,2961,,Minor,,open,CUST24349,58,Male,Self-Employed,Newcastle,6263,39,Van,1,Excellent
CLM35025,POL12218,17/04/2021,18/04/2021,Other,Low,FALSE,FALSE,2522,,Minor,,open,CUST22218,31,Male,Employed,Edinburgh,10051,13,Sedan,0,Good
CLM35029,POL13684,13/02/2021,13/02/2021,Weather,Low,FALSE,FALSE,3255,,Minor,,open,CUST23684,51,Female,Employed,Edinburgh,9076,30,Hatchback,0,Good
CLM35055,POL11732,23/07/2024,23/07/2024,Vandalism,Low,FALSE,FALSE,848,,Minor,,open,CUST21732,38,Male,Self-Employed,Liverpool,13968,19,Sedan,1,Excellent
CLM35190,POL14200,12/06/2024,12/06/2024,Fire,Low,FALSE,FALSE,12777,,Minor,,open,CUST24200,44,Male,Student,Birmingham,15772,24,Hatchback,14,Excellent
CLM35200,POL13004,11/10/2024,15/10/2024,Weather,Low,FALSE,FALSE,2989,,Minor,,open,CUST23004,64,Female,Unemployed,Glasgow,11065,42,Sedan,14,Poor
CLM35313,POL14362,03/04/2023,04/04/2023,Theft,Low,FALSE,FALSE,7370,,Minor,,open,CUST24362,41,Female,Self-Employed,Cardiff,12474,20,Coupe,1,Excellent
CLM35608,POL13799,24/11/2024,24/11/2024,Weather,Low,FALSE,FALSE,2469,,Minor,,open,CUST23799,55,Male,Employed,Bristol,11269,35,Hatchback,1,Poor
CLM35701,POL11875,11/01/2025,16/01/2025,Fire,Low,FALSE,FALSE,9998,,Minor,,open,CUST21875,34,Male,Unemployed,Manchester,8304,13,Hatchback,20,Good
CLM35784,POL11545,07/06/2020,08/06/2020,Other,Low,FALSE,FALSE,3170,,Minor,,open,CUST21545,74,Male,Employed,Edinburgh,14999,53,SUV,12,Good
CLM35858,POL13361,15/05/2020,16/05/2020,Weather,Low,FALSE,FALSE,3360,,Minor,,open,CUST23361,51,Female,Employed,London,14041,29,SUV,11,Poor
CLM35966,POL10802,07/03/2022,07/03/2022,Vandalism,Low,FALSE,FALSE,788,,Minor,,open,CUST20802,72,Female,Retired,Bristol,14076,52,Sedan,13,Good
CLM35993,POL14316,04/01/2019,04/01/2019,Theft,Low,FALSE,FALSE,4053,,Minor,,open,CUST24316,50,Female,Unemployed,Bristol,14164,28,Hatchback,12,Poor
CLM36004,POL11260,03/01/2019,03/01/2019,Theft,Low,FALSE,FALSE,3958,,Minor,,open,CUST21260,32,Male,Unemployed,Edinburgh,11414,14,Sedan,2,Excellent
CLM36112,POL11496,18/12/2022,19/12/2022,Theft,Low,FALSE,FALSE,6476,,Minor,,open,CUST21496,33,Female,Unemployed,Edinburgh,10767,15,Hatchback,12,Excellent
CLM36284,POL11295,11/05/2023,14/05/2023,Fire,Low,FALSE,FALSE,12610,,Minor,,open,CUST21295,42,Male,Employed,London,10720,21,Sedan,19,Excellent
CLM36412,POL12054,06/09/2019,06/09/2019,Vandalism,Low,FALSE,FALSE,2317,,Minor,,open,CUST22054,74,Male,Employed,Leeds,14642,52,Sedan,15,Good
CLM36619,POL10266,22/03/2025,23/03/2025,Other,Low,FALSE,FALSE,2977,,Minor,,open,CUST20266,23,Female,Employed,London,7618,5,SUV,1,Fair
CLM37200,POL14859,21/06/2022,21/06/2022,Fire,Low,FALSE,FALSE,9585,,Minor,,open,CUST24859,40,Male,Self-Employed,Glasgow,11649,19,Hatchback,19,Fair
CLM37238,POL13318,31/07/2019,05/08/2019,Weather,Low,FALSE,FALSE,2998,,Minor,,open,CUST23318,49,Female,Self-Employed,Cardiff,6752,31,Sedan,17,Good
CLM37268,POL12499,17/05/2022,20/05/2022,Theft,Low,FALSE,FALSE,5144,,Minor,,open,CUST22499,54,Female,Employed,Birmingham,2839,33,Sedan,15,Excellent
CLM37333,POL11556,11/01/2022,12/01/2022,Fire,Low,FALSE,FALSE,17917,,Minor,,open,CUST21556,41,Male,Employed,Liverpool,10442,22,Hatchback,11,Excellent
CLM37426,POL13048,30/12/2022,31/12/2022,Vandalism,Low,FALSE,FALSE,1338,,Minor,,open,CUST23048,52,Male,Self-Employed,Bristol,16429,33,Sedan,8,Good
CLM37787,POL13250,21/09/2022,21/09/2022,Theft,Low,FALSE,FALSE,4662,,Minor,,open,CUST23250,56,Male,Employed,Bristol,9360,34,Motorcycle,13,Fair
CLM37826,POL10492,26/06/2022,26/06/2022,Theft,Low,FALSE,FALSE,5847,,Minor,,open,CUST20492,60,Female,Employed,Leeds,14173,39,Van,7,Good
CLM37944,POL12984,16/04/2020,19/04/2020,Weather,Low,FALSE,FALSE,4145,,Minor,,open,CUST22984,30,Female,Employed,Cardiff,11680,9,SUV,20,Excellent
CLM37982,POL13329,20/06/2023,22/06/2023,Other,Low,FALSE,FALSE,3230,,Minor,,open,CUST23329,69,Male,Retired,Birmingham,8570,48,SUV,16,Excellent
CLM34896,POL10014,18/02/2025,18/02/2025,Collision,Low,FALSE,TRUE,10726,,Major,,open,CUST20014,19,Female,Employed,Cardiff,11578,0,Sedan,10,Good
CLM30272,POL11269,04/11/2020,06/11/2020,Collision,Medium,FALSE,TRUE,4655,,Moderate,,open,CUST21269,23,Female,Employed,Birmingham,15609,2,Hatchback,4,Fair
CLM30195,POL11429,04/12/2024,04/12/2024,Vandalism,Medium,FALSE,TRUE,4962,,Major,,open,CUST21429,28,Female,Employed,Edinburgh,12739,9,SUV,9,Excellent
CLM31472,POL11733,15/11/2023,15/11/2023,Collision,Low,FALSE,TRUE,4821,,Moderate,,open,CUST21733,74,Male,Retired,Cardiff,7475,55,Hatchback,3,Good
CLM30425,POL11351,09/03/2023,10/03/2023,Collision,Medium,FALSE,TRUE,165086,,Catastrophic,,open,CUST21351,57,Male,Employed,Bristol,14731,38,Coupe,13,Good
CLM31485,POL10414,22/08/2020,24/08/2020,Theft,Low,FALSE,TRUE,17033,,Moderate,,open,CUST20414,53,Female,Self-Employed,Liverpool,10414,33,SUV,12,Good
CLM33818,POL10525,30/04/2025,30/04/2025,Collision,Medium,FALSE,TRUE,2004,,Minor,,open,CUST20525,21,Female,Student,Glasgow,8796,1,Hatchback,3,Excellent
CLM32487,POL10718,31/01/2022,31/01/2022,Theft,Low,FALSE,TRUE,3650,,Minor,,open,CUST20718,28,Male,Employed,Manchester,10200,10,SUV,6,Poor
CLM30785,POL11755,07/04/2021,10/04/2021,Collision,Low,FALSE,TRUE,1518,,Minor,,open,CUST21755,63,Male,Self-Employed,Cardiff,12772,41,Van,3,Good
CLM31942,POL13161,11/08/2024,12/08/2024,Vandalism,Low,FALSE,TRUE,907,,Minor,,open,CUST23161,42,Male,Employed,Glasgow,12920,23,Hatchback,15,Good
CLM33485,POL10844,08/09/2021,08/09/2021,Collision,Medium,FALSE,TRUE,8756,,Moderate,,open,CUST20844,29,Male,Self-Employed,Birmingham,21356,9,Motorcycle,15,Good
CLM31220,POL12397,17/04/2023,22/04/2023,Collision,Low,FALSE,TRUE,5012,,Moderate,,open,CUST22397,62,Male,Unemployed,Bristol,16127,42,Hatchback,7,Fair
CLM34871,POL10881,24/06/2020,24/06/2020,Collision,Medium,FALSE,TRUE,15964,,Major,,open,CUST20881,51,Male,Self-Employed,Edinburgh,11769,30,Sedan,14,Excellent
CLM30933,POL13810,16/02/2019,18/02/2019,Collision,Low,FALSE,TRUE,4867,,Moderate,,open,CUST23810,37,Male,Employed,Leeds,10456,16,Hatchback,13,Excellent
CLM31003,POL14967,21/03/2025,22/03/2025,Fire,Low,FALSE,TRUE,16020,,Minor,,open,CUST24967,18,Male,Student,Manchester,6046,0,SUV,4,Good
CLM32775,POL11097,05/10/2019,05/10/2019,Weather,Low,FALSE,TRUE,2086,,Minor,,open,CUST21097,33,Male,Employed,Liverpool,15061,12,Sedan,14,Good
CLM31392,POL11100,07/03/2022,07/03/2022,Other,Low,FALSE,TRUE,2300,,Minor,,open,CUST21100,63,Female,Retired,London,14635,45,SUV,12,Poor
CLM31397,POL13386,27/04/2020,27/04/2020,Collision,Low,FALSE,TRUE,1877,,Minor,,open,CUST23386,65,Female,Retired,Cardiff,7446,43,Hatchback,19,Good
CLM31374,POL13734,23/08/2022,23/08/2022,Other,Medium,FALSE,TRUE,15448,,Major,,open,CUST23734,32,Female,Employed,Newcastle,9472,11,Sedan,6,Good
CLM31406,POL14141,07/12/2022,09/12/2022,Weather,Medium,FALSE,TRUE,7341,,Moderate,,open,CUST24141,25,Male,Employed,Manchester,9145,3,Motorcycle,7,Good
CLM33026,POL11562,26/04/2019,27/04/2019,Collision,Medium,FALSE,TRUE,5992,,Moderate,,open,CUST21562,78,Male,Retired,Glasgow,4372,56,SUV,5,Fair
CLM32075,POL11639,25/09/2024,26/09/2024,Weather,Low,FALSE,TRUE,5480,,Minor,,open,CUST21639,55,Female,Self-Employed,London,13159,35,Hatchback,8,Good
CLM31701,POL12379,28/11/2022,28/11/2022,Collision,Low,FALSE,TRUE,1516,,Minor,,open,CUST22379,77,Male,Retired,London,14399,57,SUV,11,Fair
CLM34942,POL14828,18/10/2019,18/10/2019,Collision,Low,FALSE,TRUE,2280,,Minor,,open,CUST24828,43,Female,Unemployed,Birmingham,13986,22,Sedan,10,Excellent
CLM34421,POL13179,23/03/2020,25/03/2020,Other,Low,FALSE,TRUE,1495,,Minor,,open,CUST23179,22,Male,Student,Cardiff,7162,2,SUV,0,Fair
CLM34382,POL11904,08/01/2024,08/01/2024,Collision,Low,FALSE,TRUE,2357,,Minor,,open,CUST21904,49,Female,Self-Employed,Leeds,4883,28,Sedan,6,Fair
CLM33645,POL12488,06/05/2022,08/05/2022,Collision,Low,FALSE,TRUE,2585,,Minor,,open,CUST22488,22,Male,Student,Liverpool,5223,0,Sedan,17,Poor
CLM32296,POL12966,04/06/2022,04/06/2022,Fire,Medium,FALSE,TRUE,96387,,Major,,open,CUST22966,50,Female,Self-Employed,Liverpool,16061,29,Sedan,3,Excellent
CLM32805,POL13159,31/07/2019,01/08/2019,Collision,Low,FALSE,TRUE,1354,,Minor,,open,CUST23159,44,Female,Employed,Glasgow,13970,26,Hatchback,4,Excellent
CLM33286,POL13789,25/05/2024,25/05/2024,Vandalism,Medium,FALSE,TRUE,4340,,Major,,open,CUST23789,39,Female,Employed,Birmingham,12346,19,Hatchback,3,Fair
CLM35310,POL13991,12/06/2023,15/06/2023,Collision,Low,FALSE,TRUE,5525,,Moderate,,open,CUST23991,71,Female,Retired,Glasgow,13669,52,Sedan,4,Good
CLM35428,POL14149,16/12/2022,16/12/2022,Other,Medium,FALSE,TRUE,3499,,Minor,,open,CUST24149,47,Male,Employed,Bristol,6478,27,SUV,4,Good
CLM35446,POL10074,15/12/2019,17/12/2019,Collision,Medium,FALSE,TRUE,1973,,Minor,,open,CUST20074,27,Female,Unemployed,London,10874,8,SUV,1,Good
CLM35449,POL12583,17/10/2023,18/10/2023,Collision,Medium,FALSE,TRUE,3057,,Moderate,,open,CUST22583,56,Male,Employed,Edinburgh,17758,35,Hatchback,15,Good
CLM35639,POL11913,05/07/2025,06/07/2025,Collision,Medium,FALSE,TRUE,3022,,Minor,,open,CUST21913,67,Female,Retired,Edinburgh,10632,46,Sedan,13,Good
CLM35806,POL11433,02/09/2019,03/09/2019,Vandalism,Low,FALSE,TRUE,9860,,Major,,open,CUST21433,58,Male,Employed,Birmingham,17094,36,Sedan,5,Good
CLM35841,POL14273,12/08/2020,12/08/2020,Other,Low,FALSE,TRUE,3251,,Minor,,open,CUST24273,72,Male,Retired,Birmingham,12130,53,Hatchback,19,Poor
CLM36056,POL14626,13/07/2024,15/07/2024,Collision,Low,FALSE,TRUE,2176,,Minor,,open,CUST24626,44,Male,Employed,Edinburgh,2320,23,Sedan,11,Excellent
CLM36579,POL13226,22/11/2018,24/11/2018,Collision,Low,FALSE,TRUE,2990,,Minor,,open,CUST23226,68,Male,Retired,Bristol,18539,46,Van,2,Excellent
CLM36887,POL10930,31/12/2018,02/01/2019,Collision,Low,FALSE,TRUE,4041,,Moderate,,open,CUST20930,67,Female,Retired,Leeds,14685,45,Coupe,19,Excellent
CLM37172,POL13277,15/01/2022,21/01/2022,Collision,Low,FALSE,TRUE,4215,,Moderate,,open,CUST23277,36,Female,Self-Employed,Manchester,9812,15,Coupe,9,Good
CLM37309,POL13883,06/01/2021,06/01/2021,Collision,Medium,FALSE,TRUE,6237,,Moderate,,open,CUST23883,41,Male,Employed,Birmingham,19549,23,Sedan,16,Excellent
CLM37340,POL14402,07/07/2022,07/07/2022,Collision,Low,FALSE,TRUE,2285,,Minor,,open,CUST24402,77,Female,Retired,Newcastle,8744,55,Van,14,Good
CLM37407,POL12565,12/02/2022,12/02/2022,Weather,Low,FALSE,TRUE,2872,,Minor,,open,CUST22565,73,Female,Retired,Newcastle,6673,51,Van,18,Good
CLM37857,POL10707,04/07/2023,04/07/2023,Fire,Low,FALSE,TRUE,31500,,Moderate,,open,CUST20707,32,Female,Self-Employed,London,9654,11,Hatchback,8,Fair
CLM32713,POL10162,14/04/2020,15/04/2020,Collision,Medium,TRUE,FALSE,6887,,Major,,open,CUST20162,48,Female,Employed,Cardiff,13488,28,Hatchback,8,Excellent
CLM30330,POL13217,14/03/2020,15/03/2020,Collision,Low,TRUE,FALSE,4961,,Moderate,,open,CUST23217,46,Female,Employed,Manchester,23132,28,SUV,2,Good
CLM32792,POL10621,09/04/2020,09/04/2020,Weather,High,TRUE,FALSE,194636,,Catastrophic,,open,CUST20621,67,Male,Retired,Edinburgh,13924,49,Sedan,11,Poor
CLM31514,POL14698,14/11/2019,16/11/2019,Vandalism,Medium,TRUE,FALSE,1206,,Minor,,open,CUST24698,25,Male,Employed,Birmingham,9747,4,Sedan,17,Excellent
CLM33878,POL10887,03/11/2019,10/11/2019,Collision,Low,TRUE,FALSE,16165,,Major,,open,CUST20887,30,Male,Employed,Bristol,3254,12,SUV,15,Good
CLM32357,POL11308,28/09/2024,03/10/2024,Collision,Medium,TRUE,FALSE,1743,,Minor,,open,CUST21308,78,Male,Retired,Birmingham,15637,58,SUV,7,Good
CLM31317,POL13250,31/08/2024,01/09/2024,Collision,Low,TRUE,FALSE,2187,,Minor,,open,CUST23250,56,Male,Employed,Bristol,9360,34,Motorcycle,13,Fair
CLM34048,POL11362,25/07/2022,01/08/2022,Collision,High,TRUE,FALSE,5042,,Moderate,,open,CUST21362,47,Male,Employed,Cardiff,10909,29,Sedan,11,Poor
CLM34411,POL11521,04/07/2022,05/07/2022,Weather,Low,TRUE,FALSE,2576,,Minor,,open,CUST21521,42,Female,Employed,Cardiff,10095,23,Hatchback,12,Excellent
CLM32409,POL14467,13/10/2024,17/10/2024,Vandalism,Low,TRUE,FALSE,2791,,Moderate,,open,CUST24467,43,Male,Employed,Glasgow,9536,22,Hatchback,9,Good
CLM34163,POL14751,29/10/2020,29/10/2020,Theft,Low,TRUE,TRUE,6682,,Minor,,open,CUST24751,18,Male,Employed,Birmingham,13504,0,Sedan,11,Poor
CLM34705,POL12565,11/10/2020,13/10/2020,Weather,High,TRUE,FALSE,22650,,Major,,open,CUST22565,73,Female,Retired,Newcastle,6673,51,Van,18,Good
CLM33281,POL13251,27/08/2021,01/09/2021,Weather,Medium,TRUE,FALSE,4806,,Moderate,,open,CUST23251,47,Female,Employed,Cardiff,11041,26,Sedan,18,Poor
CLM33817,POL13798,11/05/2023,13/05/2023,Vandalism,Low,TRUE,FALSE,1056,,Minor,,open,CUST23798,75,Female,Retired,Leeds,14122,54,SUV,14,Fair
CLM35184,POL14244,02/04/2022,06/04/2022,Collision,Medium,TRUE,FALSE,8212,,Major,,open,CUST24244,60,Male,Employed,Glasgow,8803,39,Sedan,4,Good
CLM35495,POL14707,04/07/2021,05/07/2021,Collision,Medium,TRUE,FALSE,6485,,Moderate,,open,CUST24707,73,Female,Retired,Newcastle,9694,52,Sedan,10,Good
CLM35512,POL13236,22/07/2024,24/07/2024,Theft,High,TRUE,FALSE,28345,,Major,,open,CUST23236,58,Female,Self-Employed,Liverpool,18522,40,Motorcycle,11,Good
CLM35536,POL10318,27/05/2025,27/05/2025,Weather,High,TRUE,FALSE,49580,,Severe,,open,CUST20318,76,Male,Retired,London,5716,55,Motorcycle,8,Good
CLM35783,POL11142,11/03/2021,11/03/2021,Weather,Low,TRUE,TRUE,2365,,Minor,,open,CUST21142,38,Female,Employed,Cardiff,14147,16,Coupe,12,Excellent
CLM36615,POL14432,01/02/2025,01/02/2025,Vandalism,Low,TRUE,TRUE,2898,,Moderate,,open,CUST24432,70,Male,Retired,Edinburgh,16299,50,SUV,11,Good
CLM37142,POL13588,23/12/2024,23/12/2024,Collision,Low,TRUE,FALSE,2121,,Minor,,open,CUST23588,26,Male,Employed,Liverpool,12584,4,SUV,16,Fair
CLM34713,POL11809,29/04/2019,30/04/2019,Collision,High,TRUE,TRUE,43228,43013,Severe,09/08/2020,settled,CUST21809,42,Female,Self-Employed,Manchester,9647,22,SUV,12,Good
CLM30180,POL12389,05/10/2024,11/10/2024,Weather,Medium,TRUE,TRUE,2484,1691,Minor,31/01/2025,settled,CUST22389,22,Male,Student,Newcastle,12275,0,Van,9,Excellent
CLM30217,POL10889,10/06/2021,11/06/2021,Vandalism,Low,TRUE,TRUE,1369,1037,Minor,28/07/2021,settled,CUST20889,39,Female,Employed,Manchester,14624,20,Sedan,0,Good
CLM34554,POL10252,15/04/2019,18/04/2019,Other,High,TRUE,TRUE,183754,185102,Catastrophic,17/11/2020,settled,CUST20252,53,Female,Self-Employed,Glasgow,13444,35,Sedan,19,Excellent
CLM34918,POL12125,25/04/2020,29/04/2020,Collision,Low,TRUE,TRUE,25905,25536,Severe,16/08/2020,settled,CUST22125,67,Male,Retired,Leeds,10365,49,SUV,2,Excellent
CLM30755,POL10378,09/01/2024,13/01/2024,Theft,Low,TRUE,TRUE,7584,4364,Minor,12/03/2024,settled,CUST20378,74,Male,Retired,Birmingham,1583,54,Coupe,3,Good
CLM30451,POL13328,13/01/2023,15/01/2023,Vandalism,Low,TRUE,TRUE,5759,5354,Major,07/04/2023,settled,CUST23328,52,Male,Self-Employed,Newcastle,20253,32,Hatchback,12,Excellent
CLM32660,POL13599,09/04/2023,09/04/2023,Collision,Low,TRUE,TRUE,2000,1590,Minor,25/06/2023,settled,CUST23599,46,Male,Self-Employed,Cardiff,18728,27,Hatchback,0,Poor
CLM34975,POL10770,28/04/2021,28/04/2021,Collision,Medium,TRUE,TRUE,2166,1679,Minor,22/10/2021,settled,CUST20770,23,Female,Employed,Birmingham,15124,4,Van,20,Good
CLM30791,POL14869,19/02/2020,24/02/2020,Collision,Medium,TRUE,TRUE,11163,8207,Major,24/07/2020,settled,CUST24869,25,Male,Employed,Edinburgh,15466,5,Van,5,Poor
CLM30832,POL14418,25/12/2022,25/12/2022,Fire,Low,TRUE,TRUE,17708,15182,Minor,25/01/2023,settled,CUST24418,42,Female,Employed,Newcastle,14164,21,Sedan,9,Poor
CLM30859,POL13909,24/12/2021,26/12/2021,Other,Low,TRUE,TRUE,3796,2515,Minor,04/02/2022,settled,CUST23909,47,Female,Employed,Glasgow,15570,29,Hatchback,13,Good
CLM33240,POL14396,01/07/2021,02/07/2021,Fire,Medium,TRUE,TRUE,55102,36064,Moderate,25/11/2021,settled,CUST24396,46,Female,Unemployed,Bristol,13894,28,SUV,7,Excellent
CLM33747,POL14104,23/01/2019,23/01/2019,Collision,Low,TRUE,TRUE,2194,1330,Minor,06/03/2019,settled,CUST24104,59,Male,Self-Employed,Manchester,12964,39,SUV,11,Good
CLM31329,POL11140,11/04/2021,12/04/2021,Collision,Low,TRUE,TRUE,1834,1293,Minor,01/07/2021,settled,CUST21140,69,Female,Retired,Birmingham,12718,48,Sedan,16,Excellent
CLM33970,POL11469,19/07/2020,21/07/2020,Weather,Low,TRUE,TRUE,2772,2252,Minor,07/09/2020,settled,CUST21469,65,Female,Retired,Edinburgh,6055,44,SUV,12,Good
CLM31920,POL14637,08/10/2022,08/10/2022,Weather,High,TRUE,TRUE,24724,21381,Major,28/08/2023,settled,CUST24637,75,Male,Retired,London,12681,56,Sedan,3,Good
CLM34071,POL11485,07/06/2023,08/06/2023,Other,Low,TRUE,TRUE,2623,1519,Minor,03/09/2023,settled,CUST21485,19,Female,Student,Edinburgh,9359,0,Sedan,20,Good
CLM32423,POL11581,05/12/2022,05/12/2022,Vandalism,Medium,TRUE,TRUE,25992,26770,Severe,28/05/2023,settled,CUST21581,79,Male,Unemployed,Newcastle,14446,60,Van,10,Poor
CLM31664,POL12557,10/02/2025,10/02/2025,Collision,Low,TRUE,TRUE,2507,1656,Minor,06/04/2025,settled,CUST22557,29,Female,Self-Employed,Liverpool,14346,9,Coupe,7,Excellent
CLM32255,POL11720,20/11/2024,25/11/2024,Vandalism,Medium,TRUE,TRUE,21268,20279,Severe,25/04/2025,settled,CUST21720,18,Male,Student,Leeds,6037,0,Sedan,12,Excellent
CLM31972,POL12419,25/11/2021,30/11/2021,Theft,Low,TRUE,TRUE,5111,3259,Minor,23/02/2022,settled,CUST22419,46,Male,Employed,Liverpool,13680,28,Coupe,17,Poor
CLM34576,POL14178,13/03/2021,13/03/2021,Collision,Low,TRUE,TRUE,5057,4631,Moderate,14/06/2021,settled,CUST24178,62,Female,Retired,Newcastle,16506,40,Sedan,2,Good
CLM32351,POL12708,26/10/2023,26/10/2023,Theft,Low,TRUE,TRUE,8145,7295,Minor,06/12/2023,settled,CUST22708,57,Female,Employed,Bristol,10467,36,SUV,19,Good
CLM34780,POL14278,05/04/2023,05/04/2023,Collision,Medium,TRUE,TRUE,4910,4451,Moderate,16/06/2023,settled,CUST24278,24,Male,Employed,Manchester,7725,5,Sedan,0,Poor
CLM32872,POL13131,30/03/2025,31/03/2025,Weather,Low,TRUE,TRUE,5099,2610,Minor,17/05/2025,settled,CUST23131,77,Female,Retired,Bristol,8190,57,SUV,8,Excellent
CLM34640,POL14179,21/12/2024,22/12/2024,Vandalism,Low,TRUE,TRUE,663,332,Minor,19/03/2025,settled,CUST24179,79,Female,Retired,Glasgow,11430,61,Sedan,17,Poor
CLM35048,POL10588,15/11/2022,17/11/2022,Collision,Low,TRUE,TRUE,1737,1116,Minor,23/01/2023,settled,CUST20588,66,Female,Retired,Birmingham,11847,44,Hatchback,10,Good
CLM35091,POL10106,17/11/2024,17/11/2024,Collision,Low,TRUE,TRUE,2404,1281,Minor,05/02/2025,settled,CUST20106,24,Female,Employed,London,10226,4,Sedan,6,Excellent
CLM35262,POL10663,04/04/2022,04/04/2022,Collision,Low,TRUE,TRUE,4238,3346,Moderate,28/05/2022,settled,CUST20663,38,Male,Employed,Newcastle,18818,20,Hatchback,19,Fair
CLM35419,POL12678,27/11/2022,29/11/2022,Collision,Medium,TRUE,TRUE,12463,11692,Major,30/04/2023,settled,CUST22678,42,Male,Self-Employed,Newcastle,12269,21,Hatchback,20,Good
CLM36179,POL10192,26/11/2021,26/11/2021,Collision,Low,TRUE,TRUE,2789,2088,Moderate,13/02/2022,settled,CUST20192,19,Female,Student,Liverpool,12236,0,Sedan,11,Excellent
CLM37130,POL14684,29/12/2023,31/12/2023,Collision,Low,TRUE,TRUE,4505,3448,Moderate,25/03/2024,settled,CUST24684,75,Male,Retired,Cardiff,15533,55,SUV,7,Fair
CLM37341,POL13287,23/12/2019,24/12/2019,Collision,Low,TRUE,TRUE,6209,5141,Moderate,24/01/2020,settled,CUST23287,26,Female,Self-Employed,London,9201,7,Sedan,16,Excellent
CLM37571,POL13281,17/06/2019,20/06/2019,Theft,Low,TRUE,TRUE,4044,2437,Minor,27/08/2019,settled,CUST23281,75,Male,Retired,London,13191,53,Van,6,Excellent
CLM37646,POL10115,04/12/2024,07/12/2024,Collision,Low,TRUE,TRUE,1924,1402,Minor,16/01/2025,settled,CUST20115,38,Female,Employed,Manchester,8238,19,Sedan,20,Excellent
CLM37744,POL13736,11/02/2022,15/02/2022,Collision,High,TRUE,TRUE,37799,33429,Severe,12/09/2023,settled,CUST23736,39,Male,Employed,Newcastle,12699,17,SUV,19,Good
CLM34080,POL10138,26/04/2019,26/04/2019,Theft,Medium,TRUE,FALSE,13057,9884,Moderate,27/09/2019,settled,CUST20138,26,Male,Employed,Newcastle,9405,5,Hatchback,13,Good
CLM30013,POL11147,07/10/2019,07/10/2019,Weather,Low,TRUE,FALSE,6298,4414,Moderate,15/12/2019,settled,CUST21147,35,Male,Employed,Birmingham,17196,14,Sedan,11,Excellent
CLM30021,POL14555,29/10/2024,31/10/2024,Weather,Medium,TRUE,FALSE,14278,14113,Major,21/01/2025,settled,CUST24555,31,Female,Employed,Birmingham,17862,10,Sedan,14,Poor
CLM32897,POL10156,16/03/2021,21/03/2021,Other,Medium,TRUE,FALSE,15498,12560,Major,12/10/2021,settled,CUST20156,64,Female,Employed,Birmingham,14600,42,SUV,5,Fair
CLM30344,POL13456,27/01/2022,27/01/2022,Other,High,TRUE,FALSE,207710,196604,Catastrophic,28/01/2023,settled,CUST23456,72,Female,Retired,Glasgow,8892,50,Sedan,11,Good
CLM30377,POL12448,21/12/2019,24/12/2019,Theft,Medium,TRUE,FALSE,15263,14244,Moderate,11/03/2020,settled,CUST22448,69,Female,Retired,Liverpool,15387,47,SUV,2,Fair
